"year","geo_id","crop_id","average_temperature","total_precipitation","co2_emmissions","crop_yield","extreme_weather_events","irrigation_access","pesticide","fertilizer","soil_health_index","adaptation_id","economic_impact"
"2011","8","2","27.8","2039.13","5.95","3.86","1","59.1","42.5","75.2","82.79","1","1393.59"
"2006","40","2","0.88","2292.07","9.04","1.87","9","38.46","46.38","27.88","68.19","3","680.42"
"2010","39","6","29.72","2100.91","10.13","2.7","2","62.76","9.79","15.68","58.65","1","1177.17"
"2005","15","2","26.31","2630.17","27.27","1.548","8","29.92","47.49","18.74","47.39","3","399.81"
"2013","37","2","10.47","2886.24","25.63","3.4290000000000003","4","52.1","2.97","48.7","69.21","2","867.58"
"2012","38","2","31.33","2561.69","9.4","1.34","0","31.15","43.93","55.86","86.07","2","448.24"
"2003","16","6","23.51","1575.99","20.03","1.296","0","25.6","5.8","54.36","79.7","2","336.1"
"2018","26","8","34.23","2278.45","8.67","3.47","1","52.8","13.38","16.64","60.69","5","1311.56"
"2007","8","7","-4.98","1415.62","20.82","2.6910000000000003","8","15.25","2.12","20.53","78.21","4","934.57"
"1997","9","1","12.89","2548.41","13.68","1.99","0","44.59","25.9","54.7","75.45","3","799.93"
"2006","10","6","30.63","2687.8","25.15","2.682","1","35.43","49.79","4.57","62.37","5","665.27"
"2022","13","1","9.84","759.76","11.18","2.78","7","75.94","4.88","8.51","67.77","4","315.07"
"2005","19","5","23.52","1958.62","29.59","3.204","6","68.98","10.79","72.46","44.06","3","1473.96"
"2008","15","4","13.32","2692.7","3.29","3.62","0","49.38","33.36","44.97","61.39","1","707.83"
"2012","29","4","20.31","1017.7","11.38","3.99","5","36.05","36.11","30.65","68.66","3","1528.88"
"2014","21","2","-2.26","575.24","21.95","1.539","0","29.2","7.65","70.85","69.74","2","159.69"
"2005","17","4","20.77","1120.57","7.78","2.78","5","33.49","31.73","97.17","73.88","5","1100.33"
"1991","26","6","28.82","1046.87","29.21","3.15","0","63.89","45.29","94.62","72.53","4","1308.26"
"2022","25","1","18.92","2323.13","12.74","3.49","6","36","23.9","43.32","37.53","1","1030.55"
"2023","13","4","34.34","1024.92","3.21","1.39","9","82.83","8.32","57.14","99.53","5","617.78"
"2021","11","6","11.48","2935.27","11.8","4.83","6","67.84","20.23","65.42","91.77","5","588.7"
"2013","14","1","21.81","1410.78","29.15","2.106","1","76.67","43.33","99.59","65.5","3","504.84"
"1996","23","6","0.06","710.26","16.45","1.1700000000000002","0","30.38","16.58","53.21","81.92","1","572.22"
"1990","2","7","13.3","2380.12","14.65","4.57","10","65.26","27.45","50.91","38.42","5","1892.84"
"1995","22","1","13.36","1836.24","14.01","4.97","4","34.65","13.57","29.42","42.15","5","1439.17"
"2023","10","1","21.84","1701.93","22.18","1.386","1","68.47","20.15","32.26","63.13","2","563.53"
"2003","31","2","-1.22","399.11","23.37","0.954","5","67.59","37.99","90.18","93.49","4","432.97"
"2009","18","1","6.35","807.84","17.27","1.926","4","80.36","41.46","43.03","80.43","2","366.87"
"1994","33","6","15.85","1010.03","4.57","1.68","10","81.77","35.92","81.62","92.59","4","513.45"
"2004","23","6","8.25","2970.77","25.23","0.981","4","68.25","44.08","27.85","30.35","3","312.08"
"2012","22","2","33.62","1042.29","24.54","2.403","7","38.49","39.57","29.4","83.87","5","1171.82"
"2017","16","8","24.33","1105.75","17.53","1.368","3","51.8","2.35","76.82","62.76","2","190.3"
"2017","30","8","1.18","2881.31","1.84","1.86","1","96.56","1.31","25.32","48.75","1","324.18"
"1996","15","5","12.55","1256.32","18.44","2.898","5","92.39","38.57","67.76","93.62","3","338.18"
"2002","39","5","25.97","633.6","10.79","0.82","9","56.81","48.43","31.5","76.94","3","124.51"
"2023","7","7","3.47","2780.41","21.64","2.385","9","97.73","37.6","38.09","30.04","2","1133.96"
"1994","19","2","10.17","1637.89","24.75","1.935","7","25.64","37.9","9.5","69.26","5","413.99"
"2009","35","6","13.06","1322.18","9.36","2.58","10","97.9","34.02","25.51","63.09","3","579.99"
"2008","36","7","9.09","827.93","10.09","1.34","10","43.83","48.66","96.09","54.74","3","537.15"
"1995","9","5","30.8","1866.51","18.8","3.078","2","21.19","49.07","54.41","70.67","5","318.72"
"2023","23","3","-3.07","1043.03","27.56","0.8280000000000001","7","88.55","8.35","96.24","66.67","2","300.27"
"2013","4","2","32.32","1532.44","20.34","1.737","7","31","24.22","2.76","85.55","4","236.78"
"2020","26","7","29.17","1647.43","1.22","2.02","4","56.96","18.56","51.44","90.27","3","700.47"
"2021","32","3","16.97","2771.88","6.67","3.53","3","70.09","37.33","23.71","31.03","1","1547.39"
"2016","31","7","15.47","1657.83","6.01","4.77","1","17.08","44.13","61.89","61.39","3","1045.25"
"2000","36","9","11.18","1743.24","9.79","3.03","4","53.84","29.09","85.28","39.69","4","399.36"
"2014","2","1","21.44","1456.54","8.45","2.51","1","51.63","13.45","98.44","61.97","3","584.17"
"2021","23","2","29.57","1911.69","19.7","3.474","10","79.47","7.57","3.94","85.04","2","1622.98"
"1999","1","3","12.49","547.38","25.91","3.006","5","44.12","27.72","4.45","79.82","3","632.44"
"2000","22","1","16.17","518.2","22.54","2.889","1","80.37","46.84","30.75","70.02","5","506.97"
"1991","25","4","2.88","319.04","13.02","2.2230000000000003","6","26.02","30.62","37.93","79.85","3","642.27"
"2004","37","9","10.71","1582.13","29.1","4.4190000000000005","10","41.87","15.16","91.8","31.49","2","987.44"
"2005","10","3","11.21","971.43","24.24","2.0160000000000005","9","94.06","43.06","25.68","99.03","3","961.34"
"2020","15","8","15.14","840.16","13.43","2.97","2","86.98","40.17","32.73","97.75","4","1355.09"
"2003","31","6","18.57","921.28","8.52","2.49","6","27.25","17.16","19.03","99.51","4","767.49"
"1999","15","7","1.57","1539.67","0.85","1.94","3","23.29","37.79","7.88","86.42","3","958.32"
"2012","25","10","33.12","590.19","6.88","2.81","3","30.37","24.86","84.18","45.73","3","856.47"
"2022","11","10","22.34","2404.9","5.07","1.53","2","25.19","19.79","3.86","73.43","2","417.33"
"2010","23","3","9.27","774.14","4.97","1.77","2","56.31","20.31","37.15","79.54","4","651.37"
"2007","11","9","-0.86","2670.18","11.49","0.92","4","23.43","43.72","48.61","82.31","1","393.71"
"1998","40","6","26.59","650.45","8.54","1.71","7","43.4","43.7","41.37","80.57","1","622.3"
"1994","2","4","32.99","2554.7","4.43","3.08","3","32.4","9.63","14.34","34.97","1","447.08"
"2005","10","8","7.23","1846.87","24.28","2.07","4","95.44","13.94","23.02","32.99","3","386.19"
"2009","33","2","16.08","2084.56","11.62","2.7","3","64.16","44.86","8.94","83.73","3","354.28"
"1992","10","3","4.12","1330.82","21.85","0.783","4","30.04","25.24","28.16","55.26","4","102.68"
"2009","35","2","3.12","981.68","19.89","1.161","9","81.9","13.33","60.82","66.48","3","572.05"
"2020","22","10","7.51","2458.51","21.44","0.927","0","81.15","37.51","89.92","82.72","3","227.31"
"2015","23","6","-2.44","1792.33","16.38","0.936","0","68.15","7.14","90.48","94.59","2","431.98"
"1996","22","2","25.35","1729.39","15.07","3.258","8","29.93","43.57","80.22","74.73","4","1144.39"
"2014","12","8","28.68","2646.26","27.93","1.449","10","83.13","1.32","82.01","53.8","2","453.7"
"2007","39","9","4.22","809.31","13.03","0.97","5","75.89","18.27","86.79","92.72","5","483.16"
"2006","32","7","3.02","2329.12","9.11","1.84","1","87.28","28.15","68.21","50.51","2","332.71"
"2018","19","10","14.39","1733.81","19.65","3.0330000000000004","3","43.18","35.48","74.99","75.19","3","756"
"2002","20","10","15.2","1129.25","10.19","2.62","6","32.57","1.01","45.16","34.88","5","841.33"
"2013","19","3","32.01","855.03","15.8","1.098","2","20.92","22.07","64.63","35.58","5","547.88"
"2001","30","5","15.44","343.07","28.17","3.213","10","79.55","42.97","54.1","40.28","4","947.11"
"2010","11","3","29.45","1668.4","9.27","3.19","7","74.52","21.91","91.04","34.36","4","926.59"
"2005","23","5","5.43","2538.19","20.48","1.8","5","74.81","48.38","67.06","78.11","1","564.63"
"2015","16","5","4.64","1861.76","26.32","1.251","1","56.76","28.25","62.16","46.46","2","602.23"
"2002","22","7","26.37","2972.5","23.78","0.945","4","45.52","8.02","95.53","59.17","5","177.42"
"2021","12","8","13.23","646.66","5.77","3.28","2","95.19","20.21","55.69","85.4","4","1047.49"
"2023","25","10","6.22","359.19","2.97","0.8370000000000001","5","94.9","3.44","86.13","45.35","4","254.47"
"2000","18","4","17.93","698.96","27.29","3.717","3","52.31","47.46","93.47","80.41","4","1162"
"2022","3","3","0.68","2388.76","11.69","1.09","1","60.58","2.92","74.59","80.35","1","308.48"
"2007","14","9","28.24","2438.71","5.11","2.98","5","25.88","45.09","11.55","31.8","5","1192.73"
"2020","1","1","23.5","919.07","9.7","2.32","2","10.66","21.54","77.56","56.99","2","545.06"
"1990","4","10","26.64","2658.53","7.64","1.19","0","83.74","45.37","3.36","54.23","2","346"
"2000","31","8","20.95","1986.89","16.58","1.2240000000000002","10","19.08","42.75","32.16","94.2","1","300.51"
"2014","26","1","2.57","221.89","17.02","1.1880000000000002","6","95.06","45.62","85.13","98.59","3","220.81"
"1998","6","10","26.77","483.43","11.76","2.16","8","13.15","11.51","58.63","72.9","5","1055"
"1999","22","5","21.06","1186.87","4.81","2.81","3","64.79","7.63","12.4","60.56","2","896.18"
"1993","32","8","-2.36","2054.35","18.7","0.963","1","70.39","17.44","5.84","46.47","1","173.31"
"2014","16","1","-1.76","605.38","26.01","0.927","0","53.61","22.54","14.81","41.55","1","416.79"
"2017","26","9","33.28","2243.55","19.82","3.519","6","37.92","8.61","83.05","47.54","3","778.6"
"2016","38","8","1.78","1833.25","7.11","1.55","9","29.67","10.16","66.84","48.33","3","690.74"
"1992","33","3","8.57","519.53","20.07","1.4580000000000002","7","90.08","35.28","5.71","36.92","3","548.02"
"2011","16","9","17.47","2439.52","29.81","3.0330000000000004","0","20.58","24.34","78.16","96.18","3","1007.3"
"2008","37","8","20.91","2639.21","29.09","3.051","3","61.05","8.51","53.54","35.53","1","1080.83"
"1996","11","1","3.17","1562.2","7.15","1.35","10","42.04","40.81","74.31","99.04","4","417.51"
"2014","19","7","11.57","1229.03","11.38","4.05","1","95.29","34.95","79.13","69.87","1","897.76"
"1999","37","2","32.93","1315.12","17.77","0.963","7","92.9","19.13","27.92","58.29","3","219.95"
"2010","18","10","19.84","510.13","17.71","2.466","9","71.63","1.49","46.07","57.73","5","597.54"
"2000","17","1","3.12","1520.32","25.51","1.4580000000000002","1","28.12","32.65","22.26","89.07","3","307.64"
"2001","3","3","21","2902.21","0.66","1.49","9","10.42","43.43","50.72","78.5","5","419.77"
"2008","5","4","11.07","1613.86","15.78","4.356","9","11.16","32.57","65.05","57.66","3","1661.16"
"2002","16","2","24.41","466.73","25.21","1.341","1","28.87","5.27","90.96","94.96","5","178.88"
"2003","22","5","24.88","722.96","8.72","1.15","3","32.31","30.92","28.44","56.16","4","220.6"
"2022","4","1","29.42","1641.26","28.73","1.449","2","50.79","37.34","39.67","53.67","2","454.1"
"2012","1","4","17.97","2749.07","4.86","3.41","6","25.32","48.26","39.87","89.33","3","628.16"
"2017","19","8","3.79","1911.82","26.79","1.431","4","27.82","47.69","12.09","67.51","1","331.77"
"2004","37","2","8.13","286.62","0.76","1.836","5","89.4","14.93","37.18","54.33","1","752.33"
"2024","39","4","-1.62","2266.84","29.23","2.484","8","49.43","21.11","35.64","66.09","4","345.35"
"1992","29","8","22.24","2489.95","23.81","0.864","5","92.43","44.88","96.51","85.64","5","192.78"
"2008","3","1","-2.03","1518.25","23.06","1.017","6","40.51","16.7","4.41","31.34","2","505.79"
"2003","34","2","21.79","1667.33","2.36","3.81","8","57.71","45.34","60.11","62.88","4","1235.24"
"2024","31","4","28.04","2777.97","1.44","3.75","6","95.66","47.42","96.5","90.47","3","1216.51"
"2016","7","2","33.49","1317.68","22.48","3.303","1","54.49","11.04","64.41","41.04","2","1317.63"
"2001","6","9","21.17","1921.43","19.27","2.124","8","92.64","31.79","41.24","69.75","5","568.8"
"2011","40","4","13.4","1588.33","26.56","2.349","4","40.05","6.22","16.61","64.75","4","907"
"2017","23","4","27.55","2391.85","0.74","0.97","5","64.05","46.13","21.41","99.65","5","471.74"
"2014","6","3","25.93","2005.53","11.45","2.63","7","82.38","15.58","90.76","48.36","3","412.97"
"2013","40","9","7.78","622.43","7.04","2.21","4","91.11","16.64","47.28","40.36","5","388.82"
"2004","25","10","15.53","1618.76","9.81","2.85","4","37.53","18.63","83.55","94.96","3","1012.97"
"2005","35","3","21.21","2825.35","14.27","1.96","10","40.95","37.74","76.07","34.18","3","758.25"
"1995","11","7","26.22","1875.53","17.86","2.8440000000000003","5","16.29","15.95","62.91","76.19","5","1100.64"
"2002","21","3","17.96","1630.31","17.67","1.7009999999999998","7","58.19","37.76","79.35","31.01","1","307.45"
"2021","14","2","26.02","1284.28","7.31","3.04","0","16.65","48.12","12.75","71.88","5","867.73"
"2022","3","5","-4.37","2528.85","4.63","1.52","7","11.65","36.12","43.96","48.93","4","395.42"
"1997","29","2","29.58","2925.2","18.12","2.259","1","29.13","33.88","19.41","58.62","2","386.78"
"2002","16","2","33.64","1607.67","15.46","1.296","5","17.12","12.55","13.05","45.03","5","429.52"
"2011","4","9","16.22","1783.25","14.17","3.48","10","92.78","35.49","42.47","74.29","3","511.48"
"1998","7","5","21.22","406.12","0.75","2.421","8","34.29","11.74","12.76","59.7","3","553.67"
"2009","30","1","8","339.07","22.2","1.089","10","29.51","10.04","78.18","80.73","1","442.36"
"2018","2","9","33.32","2869.17","20.22","3.375","2","98.52","31.9","39.04","74.56","5","525.43"
"2011","26","1","3.38","1196.19","19.14","0.6930000000000001","7","33.32","42.77","37.53","44.29","3","157.9"
"2007","25","6","-1.04","2546.94","3.58","2.55","2","12.47","10.73","65.76","87.15","3","1043.99"
"2021","12","2","15.38","417.59","28.25","2.673","8","61.07","45.36","91.94","63.56","2","661.61"
"2011","18","6","0.89","2260.34","9.59","1.76","4","26.68","2.3","73.25","94.73","1","184.82"
"2020","17","9","10.58","1862.59","10.77","1.68","2","99.26","7.16","13.72","99","5","242.86"
"2006","29","5","25.26","1281.3","23.39","1.998","0","92.22","27.48","85.13","35.24","1","206.2"
"2021","9","9","17.4","2906.88","10.1","4.13","5","21.22","32.22","18.52","38.43","5","919.24"
"2017","34","8","25.85","808.38","22.65","2.826","10","76.01","21.95","12.41","35.1","1","493.51"
"1993","24","9","1.42","925.95","19.57","2.061","2","80.26","49.41","7.41","91.37","2","878.2"
"2006","1","2","6.93","2321.81","9.75","0.97","4","46.28","48.06","18.82","62.91","1","219.64"
"1996","37","9","33.72","2520.69","4.01","3.57","2","81.91","27.32","26.93","51.91","3","1566.59"
"2000","22","7","23.78","426.57","16.74","3.546","3","35.24","17.01","14.67","78.9","3","1631.57"
"2000","22","6","29.87","955.29","15.18","2.25","3","30.92","16.05","4.42","68.31","3","1110.8"
"2008","2","3","23.24","1213.74","3.8","2.24","3","58.91","41.6","19.77","66.2","5","849.26"
"2016","28","8","23.13","2697.95","28.55","1.278","0","39.82","40.28","68.42","71.22","3","195.51"
"2017","5","1","16.55","1237.85","14.94","3.41","6","67.58","22.83","61.33","51.81","3","1658.53"
"2016","21","5","24.53","1213.66","19.5","1.602","3","13.4","45.31","52.76","45.83","3","263.02"
"1992","31","5","20.31","2061.4","11.85","3.8","4","95.95","37","7.74","85.49","4","731.82"
"2016","27","1","9.82","1708.64","14.25","2.55","7","42.66","40.57","32.65","77.13","1","263.26"
"2003","11","9","17.26","406.73","24.62","2.385","9","12.48","18.44","33.01","80.46","1","946.44"
"2019","8","9","26.88","891.88","22.06","2.979","9","47.94","13.28","86.28","82.6","3","1384.12"
"2006","7","6","13.69","2216.87","23.07","3.474","5","89.51","16.68","5.03","37.88","1","1083.42"
"2022","29","7","16.82","1591.74","29","3.204","5","26.2","19.49","16.1","36.75","2","1139.24"
"2011","16","10","4.19","1380.06","7.41","2.78","8","97.69","1.68","86.95","51.32","5","527.07"
"2007","28","2","-2.65","1206.68","22.59","1.98","3","67.54","7.66","41.31","56.05","1","396.95"
"1999","1","6","31.94","749.95","2.09","1.82","7","45.39","0.29","8.97","90.79","4","800.81"
"1993","22","3","10.29","240.69","23.92","3.0690000000000004","8","32.48","18.63","24.99","92.17","1","512.27"
"2022","29","6","13.94","210.92","1.23","2.601","1","56.31","34.33","38.65","89.09","1","813.48"
"2006","29","3","25.43","328.74","2.91","3.474","5","47.33","27.07","37.02","74.12","4","863.8"
"2013","32","5","24.38","523.25","8.06","1.84","0","71.45","16.81","18.77","37.3","5","871.96"
"2017","4","6","10.07","1313.61","26.67","1.548","6","53.05","48.64","95.6","66.21","3","461.04"
"2015","26","3","-3.69","1909.66","14.73","1.32","10","18.94","5.94","33.44","89.66","5","519.57"
"1991","28","1","23.77","427.96","11.46","1.971","9","63.35","38.43","55.76","37.88","5","549.01"
"2015","25","3","8.84","2970.3","17.92","1.836","2","29.71","49.76","14.56","76.36","4","411.82"
"2021","14","1","14.46","1637.76","11.68","4.69","7","20.69","29.5","4.96","79.62","3","1870.51"
"2020","9","6","0.94","1409.52","5.6","1.53","5","12.61","1.92","25.54","82.78","1","432.47"
"2003","28","1","10.34","294.7","19.62","2.889","1","94.1","30.61","98.11","39.7","4","517.01"
"1997","18","9","0.43","2144.81","24.61","2.484","6","71.63","24.24","71.7","86.09","4","404.14"
"2003","7","4","23.24","2652.16","21.3","1.4580000000000002","9","24.19","35.35","74.47","41.36","5","672.35"
"1992","11","2","17.17","2581.98","16.75","3.807","9","10.86","6.04","81.96","95.99","1","1729.28"
"2013","28","9","21.09","1369.12","7.29","3.61","7","30.02","2.21","44.81","39.17","5","665.44"
"2023","36","6","26.37","2464.2","15.71","2.511","8","70.09","30.17","17.7","37.9","5","904.79"
"2008","32","10","16.09","485.56","9.13","3.897","10","30.16","4.51","35.68","44.85","4","1436.96"
"2019","39","8","26.33","2182.91","21.14","1.377","6","93.65","6.02","89.1","37.36","5","686.5"
"1993","30","4","33.48","573.74","25.62","1.989","2","24.55","1.41","70.76","34.46","4","861.75"
